policy_number,inception_date,written_premium,sum_insured,claim_incurred
home11249,2017-11-06,412.0584508816969,154948.0714044042,0.0
home18749,2017-08-03,643.6115402302879,251506.96222755502,0.0
home11632,2018-11-08,427.572240405035,156151.3915210394,0.0
home17078,2017-04-16,508.29973132811233,194598.06800422986,0.0
home14709,2017-09-10,448.36286834302916,170125.756049553,0.0
home17655,2018-05-15,552.6046583775861,206413.9720004783,0.0
home13632,2017-07-12,434.13627299278824,163967.2943959859,0.0
home13289,2017-08-11,430.2254617928439,162334.8872619082,0.0
home12861,2018-06-04,438.57561414475924,160511.4621901794,0.0
home18212,2018-06-22,595.9988035340498,223197.45611597388,0.0
home18240,2017-06-03,581.2293568828076,224538.28905131813,0.0
home17623,2018-09-08,550.5928368587594,205757.8060086778,0.0
home202307,2018-01-01,775.8383049474212,289319.71978426795,0.0
home12448,2018-05-02,434.7078420806988,158862.10500397504,0.0
home17420,2018-03-30,539.885533277053,201023.07248918834,0.0
home10247,2017-11-29,404.2551682909942,151721.9058727025,0.0
home11218,2018-10-16,424.1239721211503,154841.87315015405,0.0
home202391,2018-08-09,933.4163061627245,355380.92074804025,0.0
home14107,2018-05-21,453.3062763653391,166385.6087809058,0.0
home12363,2018-03-05,433.9553572865074,158553.30383586333,0.0
home19273,2017-02-03,762.8733885006864,297392.473014942,0.0
home11364,2018-07-20,425.3432897155049,155293.18901796362,0.0
home14157,2017-11-09,440.6745139726553,166665.53656451133,0.0
home12378,2017-11-24,421.4657954310677,158619.78448934466,0.0
home18382,2017-10-19,594.8801533279847,231174.87109064485,0.0
home17385,2018-07-10,537.6399969565931,200185.89183545776,1884.9471006605277
home12046,2018-04-27,430.97777567813915,157462.40429642732,0.0
home11378,2018-11-17,425.4606119302711,155316.17502087317,0.0
home17643,2017-09-24,535.8472068999116,206175.89599445515,0.0
home17497,2018-12-13,543.3370089178537,202832.23546916162,0.0
home14389,2018-01-16,457.02349646046594,168064.0268107058,0.0
home17511,2017-10-05,528.0830095780116,203194.38382640443,0.0
home15934,2018-05-25,485.1468240649224,180022.18863032755,0.0
home11308,2017-08-12,412.52706381672095,155144.92521772085,0.0
home200467,2018-07-18,416.19569135950917,157082.53182609382,7564.105684521156
home16847,2017-11-11,499.4892517554275,191005.95768331463,0.0
home10411,2017-02-28,405.4397717843645,152267.93223539751,0.0
home10400,2018-11-09,417.55661058939324,152232.7851078868,0.0
home19415,2017-02-20,825.3886991609903,319390.71348204557,0.0
home11636,2017-05-02,415.1368834569874,156160.95579087455,0.0
home11753,2018-03-31,428.5480686980986,156561.2298182543,0.0
home14077,2018-10-30,452.89474357936695,166239.4800400309,0.0
home13657,2017-10-31,434.3162640185684,164131.4058250056,0.0
home16450,2018-04-16,499.9290547549257,185758.9253046245,0.0
home14281,2017-05-09,442.2719493745725,167449.3098912974,0.0
home17125,2018-01-22,525.8529168982568,195418.680506183,0.0
home13326,2017-05-08,430.74694791159817,162490.92263858896,0.0
home17419,2018-08-16,539.8405449975488,200971.818481948,0.0
home15596,2018-10-17,478.6211574743082,176886.5115876125,0.0
home16649,2017-10-27,491.98255248241946,188119.51006047882,0.0
home13248,2018-11-27,442.5909786453296,162132.2683918039,0.0
home17202,2017-10-16,514.0691297411089,196769.5189903067,0.0
home10735,2018-06-08,420.3813462418056,153330.65533108552,0.0
home17400,2018-02-27,538.5678636486361,200480.5109007977,0.0
home13064,2018-11-09,440.69219556133004,161344.0230631303,0.0
home201667,2018-07-05,493.0556385772861,188679.95635462724,0.0
home18060,2018-12-21,582.3540703253296,218625.4782368639,0.0
home19888,2017-03-22,1472.2100592718766,591584.2239497897,0.0
home10301,2018-07-29,416.8132085144434,151886.64479521054,0.0
home14221,2017-02-20,441.5844985570398,167034.2258297213,0.0
home10506,2017-10-17,406.32925238126796,152581.4329434267,0.0
home12072,2017-06-25,418.59124475932276,157577.946942928,0.0
home10829,2017-06-10,408.9207134740798,153606.46445362072,0.0
home18850,2017-01-26,659.3248702584567,257596.20439642973,0.0
home15626,2017-07-05,465.2545881898374,177191.70969381466,0.0
home13848,2018-02-02,449.81920847527095,165073.38093809993,0.0
home19125,2017-12-24,721.4954505044207,280774.5731402524,0.0
home10376,2017-03-11,405.2376402589873,152160.608006843,0.0
home11175,2018-11-25,423.787318413125,154698.68177516203,0.0
home12698,2017-03-26,424.3123071072047,159872.32132208618,0.0
home12723,2017-02-20,424.5088767108438,159933.62014784192,0.0
home14806,2018-04-14,463.42258439850264,170845.84354541503,0.0
home18473,2018-09-11,623.7598295083033,235524.52306899766,0.0
home10982,2018-04-20,422.2738590875524,154170.54439765023,0.0
home14789,2017-04-17,449.63669867105125,170715.95004563784,0.0
home18549,2017-06-24,613.6828971780103,239920.19965973112,0.0
home11962,2018-01-07,430.3704120640179,157192.36313880936,0.0
home10664,2018-06-28,419.7294849915775,153101.6940071496,515.6815511208074
home10718,2017-09-09,407.98135845572637,153280.9578606118,0.0
home200073,2018-03-21,404.46488092441075,151881.79012244474,0.0
home16866,2018-06-23,515.0320850581901,191213.01832998975,0.0
home17676,2018-06-16,553.7465771704333,206859.78733539887,0.0
home19220,2018-02-11,768.1319628179598,291212.35268912255,0.0
home17881,2017-06-25,551.340486145093,212790.3189962532,0.0
home14676,2018-02-28,461.30143773577595,169909.03380090906,0.0
home19180,2018-01-16,758.175393391971,286527.6827312693,0.0
home201688,2018-02-07,494.9705731540216,189631.65656684162,0.0
home18112,2017-03-03,569.5155522593426,220346.69644592918,0.0
home19245,2018-02-22,775.6246435774285,294178.8689714061,0.0
home19148,2018-02-14,747.6487449176128,282982.047076351,551.6298656859294
home15949,2017-08-19,471.35469196130856,180184.61131863046,0.0
home18109,2018-05-15,586.511510879434,220291.64044475864,0.0
home10408,2018-10-17,417.5903454017911,152256.34652569162,0.0
home15254,2017-01-25,457.75187473869795,174030.82004729382,0.0
home12729,2018-04-21,437.30625499920575,159980.593410868,0.0
home11714,2017-04-18,415.78319989625214,156429.7752487927,0.0
home14164,2018-03-13,454.02653265593483,166708.8590627331,0.0
home14148,2017-09-21,440.54747482513204,166619.83541796354,0.0
home11260,2018-03-26,424.53601031875115,154988.80803560512,0.0
home16305,2018-01-15,495.6892943698817,183994.92153758171,0.0
home11168,2018-07-12,423.68797208898957,154666.02504266694,0.0
home14895,2017-12-21,451.56291695068194,171501.9027093244,0.0
home12022,2017-06-19,418.27504023507663,157369.74773360405,0.0
home19355,2018-05-11,822.9061614209911,308647.7292279918,0.0
home17037,2017-07-01,506.5981951348175,193952.9641314617,0.0
home12722,2018-11-26,437.22763035402426,159932.04992530175,0.0
home14574,2017-04-26,446.43534980443263,169176.99386563592,0.0
home201255,2018-02-15,450.85750901158906,172371.78477577897,0.0
home13100,2018-12-22,441.1316128680502,161500.59515137563,0.0
home15592,2018-01-28,478.5464301521849,176826.65349940522,0.0
home11536,2018-05-20,426.78408968063115,155818.70524435258,0.0
home16020,2017-08-19,473.1838104676598,180901.53105663418,0.0
home14732,2018-06-26,462.1658975132067,170305.9728508186,0.0
home10382,2017-10-15,405.28805157168574,152182.16404055108,0.0
home19521,2018-05-28,904.1515584815173,344196.5640714348,0.0
home17176,2018-09-07,528.0391207475548,196277.94135879574,0.0
home18046,2017-01-26,564.3283381007788,218132.073641868,0.0
home10357,2017-10-07,405.09143759986705,152090.77476737928,0.0
home13845,2018-06-23,449.77726204488977,165064.68678049342,0.0
home14406,2018-10-03,457.20980683920993,168157.382640224,0.0
home14831,2018-01-09,463.81717007281406,170992.54597956387,0.0
home19253,2018-01-03,777.9876132584368,295021.5207928685,0.0
home13568,2017-09-20,433.4235922299,163675.34845814918,0.0
home19938,2018-03-06,1896.9093908800407,744784.5909214633,0.0
home15559,2018-06-20,477.89770901963266,176532.25775847305,0.0
home12649,2017-10-31,423.9127998714246,159704.88033924933,0.0
home11204,2018-09-14,424.02153021218083,154788.13272161613,0.0
home12569,2018-10-03,435.82560967347814,159366.61453521645,0.0
home19790,2018-02-13,1218.4781682471114,470830.00925910287,0.0
home10836,2018-12-10,421.24609445812024,153637.37033301344,0.0
home201591,2018-01-28,482.7116012452816,184006.48721473303,0.0
home12194,2017-02-27,419.6514787475622,157946.14088437794,0.0
home10511,2018-08-09,418.5627034011228,152587.4470199304,612.5172160810378
home19750,2017-11-29,1099.1349888142504,439957.1951588534,0.0
home201132,2018-05-06,443.52286793516123,169097.0573451729,0.0
home14969,2017-05-24,452.85731289096054,172081.0808037598,0.0
home12675,2018-06-15,436.83578694651203,159771.51792450514,0.0
home16983,2018-10-11,519.8845552826931,193187.40866669358,0.0
home11311,2018-11-12,424.9589236154144,155153.2424473212,0.0
home202198,2018-11-11,659.4808569598463,251076.71792860917,0.0
home12373,2018-04-23,434.0353635675031,158607.3100658917,0.0
home11498,2017-01-30,414.0488121984177,155698.03145568995,0.0
home17700,2017-06-01,539.3659498414356,207613.17463703774,0.0
home10069,2018-11-14,414.259294657414,150940.0252431187,0.0
home15537,2018-05-30,477.49853140827815,176360.0705541519,0.0
home200153,2018-10-09,406.904714002895,152863.00982657378,0.0
home19605,2017-03-28,935.8768241468589,371696.1126593143,0.0
home14078,2018-08-13,452.89523018638585,166240.0877607629,0.0
home18831,2018-07-28,675.3978365104774,255976.3763207491,0.0
home15037,2017-07-17,454.04464050123846,172638.2394750314,0.0
home18628,2018-09-28,642.5571171153686,244746.35525118644,0.0
home10612,2017-05-12,407.1567044020166,152936.27657198455,0.0
home11544,2018-07-06,426.85753586073366,155847.14507644786,0.0
home15741,2017-08-05,467.4347015961159,178207.49261600184,0.0
home12204,2017-10-16,419.73550017451225,157996.4648158536,0.0
home15902,2018-08-20,484.6983915172815,179737.4231615548,0.0
home12421,2018-03-08,434.53290819069093,158772.15127592572,0.0
home19574,2018-03-05,942.3647485203857,359356.83105727384,0.0
home11651,2018-09-23,427.79219827697835,156224.90227654844,0.0
home19907,2018-06-30,1631.0491647463325,646320.5691487718,0.0
home16326,2018-05-04,496.2301981423236,184250.03604435018,0.0
home13223,2017-06-21,429.494438147101,161999.0773838596,0.0
home11131,2018-08-02,423.36877926724554,154581.411504011,0.0
home17936,2018-10-16,572.4961237745468,214410.7586367324,0.0
home13329,2017-03-10,430.79397961046976,162512.53826511852,0.0
home16548,2018-09-22,503.4727470574485,186943.64141272733,0.0
home11790,2018-04-05,428.8544569153037,156653.95202380893,0.0
home13562,2017-12-28,433.38090462921303,163631.0192240627,0.0
home14842,2018-03-28,464.04101040478514,171084.87286903703,0.0
home14287,2017-06-02,442.32707155981,167484.6447721655,0.0
home10133,2017-10-08,403.1680019350926,151225.8319517749,506.3780707273302
home200699,2018-03-27,424.75023484784333,160600.97679401588,0.0
home12951,2017-07-31,426.6272300204419,160925.1166980817,0.0
home11580,2018-07-01,427.1577178674666,155979.25278497237,0.0
home12847,2018-02-25,438.41278750943684,160442.45060691214,0.0
home12279,2017-07-12,420.53822260966393,158244.1090043861,0.0
home12068,2018-08-14,431.1278594889823,157566.9748249131,0.0
home19194,2017-02-25,739.186409629914,287407.43746583065,0.0
home17710,2018-05-10,556.2979590583673,207830.79206063575,0.0
home200908,2018-03-25,432.9878578891432,164304.79117522392,0.0
home14531,2017-09-25,445.6883706519715,168975.18260456546,0.0
home10937,2018-12-06,421.9536332611922,154014.16267574485,0.0
home11929,2017-06-14,417.6054351687518,157109.87277625242,0.0
home13790,2017-03-20,435.90593107291164,164826.93936430346,0.0
home10818,2018-01-30,421.06683752985026,153591.24239380774,0.0
home15778,2017-02-24,468.0710399053678,178526.7068757837,0.0
home11979,2017-04-01,418.02889910916423,157228.26872607178,0.0
home16582,2017-06-21,489.9710869584988,187346.86108107297,0.0
home18004,2017-05-08,561.4196219988728,216646.15241700414,0.0
home12966,2017-06-13,426.7555493728129,160987.4630582998,0.0
home16859,2017-08-27,499.7211931385593,191102.95450889182,0.0
home19740,2017-08-19,1077.4215664510557,435552.2737406328,0.0
home12384,2018-06-29,434.1681486470748,158651.30182508315,511.944674377314
home15722,2018-12-23,481.14245855605327,178054.14951462313,0.0
home12910,2017-08-04,426.2127370694617,160746.16738076965,0.0
home18567,2017-07-14,616.3028678282725,241091.1596815208,0.0
home16702,2018-09-25,509.058270934638,188878.96616780027,0.0
home11338,2017-07-01,412.7911551268265,155220.17667784568,0.0
home11077,2017-04-12,410.59421821982704,154421.8388451026,0.0
home16064,2018-12-23,488.72156674120293,181245.12649141508,0.0
home19115,2017-12-26,718.6516050677117,279242.5590823989,0.0
home10602,2018-06-23,419.30782073734514,152904.50748840536,0.0
home14126,2018-12-29,453.5390169026796,166473.3233788344,0.0
home17599,2017-07-21,533.2298150531974,205331.9744770357,0.0
home18774,2018-01-22,666.3369998831823,252787.96731427778,0.0
home13928,2017-11-09,437.69947126879794,165447.38262952582,0.0
home16246,2017-11-05,479.14209776656645,183113.5770370388,7924.992993878666
home18159,2018-11-01,590.5063383955878,221679.86735518248,0.0
home19539,2018-11-18,915.9870973779758,349457.945283999,0.0
home200548,2018-11-18,418.9785370775387,158321.88527314048,0.0
home19873,2018-03-29,1464.815127127978,566654.4328510184,0.0
home201063,2018-05-21,439.6797286178589,167496.02061258917,0.0
home15962,2018-08-22,485.78762192977933,180258.18507475886,0.0
home13495,2017-09-06,432.6100449687388,163280.35392965912,0.0
home18281,2018-04-08,603.553705550129,226363.9286598406,0.0
home13897,2017-09-23,437.37236716088944,165315.86337552668,0.0
home19622,2018-07-21,978.4184677727009,377209.777637533,0.0
home11223,2017-02-10,411.78999214247006,154851.8602543297,0.0
home12400,2017-01-06,421.63575043136467,158702.2159252547,0.0
home18525,2017-09-29,611.0653502941341,238513.51866396837,0.0
home19146,2017-07-14,725.4933541554944,282916.36976181145,7880.923148685295
home10284,2018-01-18,416.6736710460166,151825.95016219935,0.0
home14805,2018-10-17,463.4061710590575,170845.3999343678,0.0
home18590,2017-05-14,618.7708599240835,243009.5029738602,0.0
home13674,2017-04-25,434.5353239791718,164223.63681789397,0.0
home19090,2017-05-22,713.2706685196528,277249.2535007576,0.0
home18878,2017-08-06,666.1009605385038,259625.64762871584,0.0
home19862,2018-04-23,1428.369459674933,555341.3200992851,0.0
home201597,2018-06-11,483.31037376832796,184442.97330723202,0.0
home201181,2018-03-23,446.37345157716857,170378.38366119127,0.0
home14670,2017-05-11,447.7851526736655,169846.80188032848,0.0
home18781,2018-05-11,667.2625493977107,252986.29947628273,0.0
home17551,2017-07-12,530.5242991215255,204064.73145581235,0.0
home10121,2018-06-30,415.04399229707576,151179.3210374142,0.0
home14927,2017-02-27,452.1779017490525,171745.02344278962,0.0
home12793,2017-02-02,425.1715190443568,160261.62179161792,0.0
home15967,2018-11-06,486.02378170190997,180349.54451954144,0.0
home201436,2018-08-01,465.07988302874514,178142.37509827112,0.0
home19918,2018-04-28,1727.8983173255226,675903.0112642334,0.0
home13029,2017-02-15,427.48816585464556,161235.45273286817,0.0
home15036,2018-09-25,467.63779038501826,172637.29657445336,0.0
home19793,2018-03-03,1223.7537318766576,472387.8400108888,0.0
home16004,2017-05-24,472.65706474500143,180727.38560978754,0.0
home12003,2017-10-24,418.20061960376944,157290.23038534186,0.0
home11207,2018-03-23,424.02986072288667,154805.46025271222,0.0
home17110,2018-03-25,525.0914724560032,195170.45739287988,0.0
home14801,2017-07-25,449.8447920348636,170809.7877270259,0.0
home13973,2018-11-10,451.28651656664516,165685.0006232592,0.0
home15016,2018-12-12,467.30428785910823,172464.1550848368,1896.5800935897607
home18761,2018-08-27,664.8755411570005,252088.71166894794,0.0
home18029,2017-03-13,563.1152944748374,217533.07277787704,0.0
home16772,2018-10-05,511.3819041250897,189897.68595364637,0.0
home202045,2018-01-15,584.210327197192,220693.4064020636,0.0
home17749,2018-04-23,558.981338094443,208991.69450615533,0.0
home18277,2017-05-10,585.654503930637,226131.62256898463,0.0
home15421,2018-07-26,474.7754075479796,175373.7762213525,0.0
home200082,2018-03-20,404.7841854681167,151969.14699012475,0.0
home14055,2017-03-03,439.4625408630473,166140.0630334083,0.0
home19238,2018-07-21,774.2829961843776,293122.811987506,0.0
home201958,2018-03-09,552.0806942648105,209546.86448201106,0.0
home19417,2017-04-05,825.5215594763636,319822.6614607634,0.0
home11753,2017-03-31,416.0660861146588,156561.2298182543,0.0
home10098,2018-08-11,414.76879535995926,151075.0412449344,0.0
home15873,2017-02-10,469.9237099280609,179467.08978697433,0.0
home14133,2018-10-07,453.59750608087893,166529.89038986687,0.0
home202011,2018-11-21,569.4323304927549,215841.26304519194,0.0
home13697,2017-08-21,434.76643805340086,164304.04155019345,0.0
home200652,2018-08-04,423.07079013693806,159848.20904580085,0.0
home13765,2017-10-19,435.53293031342844,164682.5048693044,0.0
home16845,2018-02-24,514.3808105289229,190973.98941771738,0.0
home19797,2017-06-25,1197.758494362427,475152.5991856112,0.0
home14730,2017-11-23,448.68938134236856,170298.03398211417,0.0
home12229,2018-03-29,432.55805264436884,158077.57651310175,0.0
home16032,2018-09-05,487.7549812654752,180981.44134323348,0.0
home16436,2017-12-02,485.0364398876202,185590.18490218918,0.0
home12059,2018-11-02,431.0405682111889,157514.97576444357,0.0
home202106,2018-05-09,617.7646409309646,230736.1868377367,0.0
home10926,2017-07-28,409.60440572106734,153968.6454661152,0.0
home13836,2017-11-20,436.53470898766,165018.73818115777,0.0
home14265,2017-09-20,442.02952644158717,167382.37088441252,0.0
home15602,2018-10-04,478.75927553406365,176979.669786001,0.0
home10975,2018-04-15,422.1884774540984,154155.09255950266,0.0
home12304,2017-09-21,420.7233643133466,158365.78809450593,0.0
home17978,2018-06-05,576.0534967988158,215745.99331256456,0.0
home12289,2017-01-27,420.6312644192307,158295.27093937912,0.0
home200227,2018-01-12,409.04948831083425,154000.5122352386,0.0
home17776,2017-01-02,544.5370104078501,209751.22738815198,0.0
home14486,2018-09-23,458.1940695232504,168737.3526807777,0.0
home13432,2017-08-07,431.87654134111756,163042.12081657434,0.0
home18056,2018-11-23,581.8999257973303,218463.3145637768,0.0
home18828,2017-04-18,654.8356188247242,255800.76281765272,0.0
home15410,2018-01-06,474.47409805208963,175303.17690268843,0.0
home15679,2017-09-10,466.4207356971599,177595.61760646864,0.0
home14672,2018-09-15,461.23780487065994,169883.61151415508,0.0
home17806,2018-05-20,562.907099811744,210532.11219376145,0.0
home11202,2018-01-29,424.0003938918244,154778.81773872537,0.0
home10575,2017-03-24,406.9082791821783,152833.17982262143,0.0
home16427,2018-07-25,499.0906194713689,185523.73869354924,0.0
home11735,2018-04-06,428.3920157647069,156500.0215347996,0.0
home12010,2018-03-21,430.7783873865209,157311.86495599724,0.0
home14733,2017-10-20,448.7172935314411,170307.1615733016,0.0
home18700,2018-02-10,653.4336307731382,248871.03280159365,0.0
home15980,2017-03-06,472.0244796448933,180498.70545117662,0.0
home15295,2018-05-01,472.15634485064066,174426.7285003647,0.0
home11867,2017-08-20,417.02249956722295,156929.6813837914,0.0
home10765,2017-08-09,408.3560820850047,153420.4751003536,0.0
home200821,2018-04-13,429.2612664913463,162715.0207640979,0.0
home17802,2017-06-18,546.2855580601221,210467.6493149114,0.0
home202372,2018-08-19,885.4412822100421,336929.45996060886,0.0
home10424,2018-07-20,417.7380238666205,152310.92129648407,0.0
home11969,2018-01-26,430.4566806203827,157201.4811991578,0.0
home16696,2018-08-26,508.87253288305175,188814.2136433509,0.0
home13821,2018-09-24,449.37015891332726,164955.029144615,0.0
home15540,2018-05-01,477.53979068602655,176375.1043833878,0.0
home19234,2017-04-16,750.9703131207532,292954.9581156592,0.0
home16347,2018-08-17,496.85968132391736,184535.7297887787,0.0
home12206,2018-08-17,432.34235092364565,158001.46140940746,0.0
home10898,2017-05-21,409.38144457089334,153884.5512298083,0.0
home18860,2017-08-08,661.5087025981516,258382.2487353836,0.0
home19257,2017-03-14,756.472743676816,295548.2932818878,0.0
home12071,2017-04-24,418.58746668820794,157577.07813268766,0.0
home11964,2017-10-05,417.8686392894439,157193.83704804722,0.0
home13149,2017-01-13,428.6924622159808,161678.62514497124,0.0
home11664,2017-03-30,415.3956880207066,156291.69758683105,0.0
home200475,2018-01-14,416.50232978844156,157209.3253127115,0.0
home16521,2017-10-19,487.69157587590036,186551.16330116155,0.0
home12702,2018-12-03,437.05878301870405,159892.3216849333,0.0
home201997,2018-02-15,566.5674491655855,212872.94307682943,0.0
home12252,2017-05-26,420.18184668346834,158173.89235201653,0.0
home18880,2018-03-27,686.6402360882877,259754.62636277697,0.0
home12232,2017-09-01,419.9916495387312,158081.84673217195,0.0
home13746,2018-03-26,448.38509477744367,164605.72193880932,0.0
home13907,2018-12-29,450.5720146056069,165338.3771880417,0.0
home15011,2018-07-20,467.2097914910989,172419.48187779405,0.0
home200252,2018-06-25,409.49951238533254,154294.41408754105,0.0
home11233,2017-03-19,411.91763652930206,154890.7344814795,0.0
home201782,2018-05-19,509.11280355968006,196144.458707113,0.0
home14384,2018-07-30,456.96193396293046,168046.13678935418,0.0
home17883,2017-12-01,551.4149450869069,212869.41442571554,0.0
home201614,2018-09-03,485.65600836057956,185470.92373858398,0.0
home13067,2018-07-15,440.70921310569435,161348.80020628258,0.0
home13051,2018-02-14,440.56817151543873,161312.03473479426,0.0
home19386,2018-08-12,837.5891575168041,314647.7579345481,0.0
home13682,2018-03-01,447.6332858665399,164240.45251958317,0.0
home13672,2018-06-16,447.55179426027445,164210.6576525198,0.0
home13519,2018-06-21,445.9736824435524,163400.4599611742,0.0
home13890,2018-07-18,450.42745197543485,165273.29023346902,0.0
home19635,2018-03-10,989.1238181543669,380722.3233580292,0.0
home12395,2018-01-11,434.24162832554646,158684.378201153,0.0
home17434,2018-04-12,540.4647379559641,201226.80082576154,0.0
home11375,2017-12-02,413.0522268431806,155313.00241901854,0.0
home12491,2018-10-23,435.1838447338507,159033.69417952088,0.0
home10304,2018-12-27,416.83206584595297,151903.1688758897,0.0
home15385,2017-11-23,460.283847003852,175167.94035455282,0.0
home14171,2018-02-06,454.1212033244506,166747.78676085462,0.0
home19843,2017-11-22,1316.1930866570292,525643.0036956145,0.0
home19038,2018-09-01,722.8428415306165,271047.3515069319,0.0
home14886,2017-05-21,451.46988078593273,171460.66324055375,0.0
home10315,2017-11-07,404.7628267816589,151928.90672973567,515.6443918990728
home15680,2017-03-02,466.4236127075992,177616.69790840647,0.0
home19065,2017-05-10,707.4035750637943,274051.2102083742,0.0
home16920,2018-01-08,517.3236078315878,192209.1086904289,0.0
home11209,2017-05-20,411.6825442370224,154818.74882568247,0.0
home11995,2017-03-18,418.1511176821958,157271.97293142995,0.0
home14655,2018-12-11,461.0000418964708,169739.02385056994,0.0
home13687,2017-05-31,434.6450082152747,164266.7393975798,0.0
home14595,2017-06-11,446.6712048931319,169293.6665189149,0.0
home10776,2018-06-03,420.7104161411302,153457.50752917957,0.0
home15309,2018-01-23,472.526100334459,174556.16996659295,0.0
home10377,2017-08-07,405.2458250773338,152166.85631959984,0.0
home200520,2018-05-24,417.8123288546354,157814.0016528389,0.0
home19772,2017-02-23,1141.2718502213002,454980.9804794623,0.0
home13233,2017-07-18,429.5809863043754,162058.93311094085,0.0
home201163,2018-06-11,445.233949857585,169989.26383666386,508.104521104124
home18721,2018-12-10,656.0679529608108,249647.7509076444,0.0
home13025,2018-05-11,440.2689810441392,161211.08964068425,0.0
home200192,2018-09-21,407.9875166156082,153388.2576125456,0.0
home12417,2018-06-01,434.46912642484114,158755.71672926183,0.0
home13290,2018-10-14,443.15410992172184,162337.57198034672,0.0
home10633,2018-01-07,419.5505610316205,152988.24449268688,0.0
home13664,2017-04-10,434.4284715297301,164158.28853391405,0.0
home200974,2018-03-14,436.1107452843136,165459.14459512956,0.0
home16228,2017-04-24,478.68964801124747,183006.87429978116,0.0
home19052,2018-01-04,726.0250575581872,272929.13409511227,0.0
home200827,2018-10-08,429.4531931624937,162750.02036004866,0.0
home10527,2018-12-02,418.70165271411093,152659.4560077853,0.0
home19262,2017-05-15,758.3606070620568,296794.4167758284,0.0
home15216,2018-08-27,470.87845242231197,173827.56671188844,0.0
home201915,2018-12-07,540.714651468196,205404.5568025821,0.0
home11465,2017-02-21,413.7898907226588,155577.4180810358,0.0
home15935,2017-10-12,471.0556488034697,180036.48776427694,0.0
home16253,2017-05-06,479.46698256079753,183257.80023779272,0.0
home11001,2018-03-21,422.4019737779092,154206.10035537116,0.0
home11490,2018-01-23,426.4367070140959,155658.8929072004,0.0
home18380,2018-03-03,612.224963993938,231036.61767880144,0.0
home11543,2017-10-04,414.40100264977605,155840.85707997184,942.9485063327741
home10264,2017-08-22,404.3821994859608,151786.22382635533,0.0
home15744,2018-02-01,481.4780196440307,178224.58393390776,0.0
home202145,2018-02-14,632.101074865561,237920.66928020772,0.0
home12698,2018-03-26,437.04167632042083,159872.32132208618,0.0
home11109,2017-06-30,410.866999694802,154510.30160375198,0.0
home15585,2018-04-13,478.47793815879874,176752.5607802069,0.0
home14114,2018-06-15,453.39224565724686,166434.25264315773,0.0
home18407,2018-07-27,615.823753994452,232023.30988656214,0.0
home12432,2017-05-04,421.92808488970405,158823.91771587433,0.0
home15260,2018-12-02,471.5343582425878,174085.2515099831,0.0
home16841,2018-12-17,514.0545591798799,190949.40445711795,0.0
home11734,2017-06-28,415.91410399061454,156496.32223277766,0.0
home18692,2017-09-17,633.4900876673092,248162.24072961631,0.0
home14092,2017-09-25,439.8483870149997,166344.5549692752,0.0
home13878,2018-04-29,450.345941282201,165212.71823167882,0.0
home12600,2017-08-23,423.5023235401303,159504.68271247085,0.0
home11910,2017-07-12,417.435212099958,157049.23894367725,0.0
home13101,2017-05-26,428.289351891262,161505.0665446931,0.0
home19909,2018-10-29,1656.7547458343176,647197.5298961418,0.0
home12361,2017-07-03,421.29091493834,158534.0425570913,0.0
home10266,2017-06-28,404.38832539968007,151787.50309964706,0.0
home14769,2017-10-18,449.2358610007345,170570.01549611636,0.0
home10373,2017-08-16,405.22666292408826,152153.56633864314,983.1641859949009
home12293,2017-12-04,420.6598700757613,158314.11983634706,0.0
home200842,2018-07-05,430.32641889433916,163040.60589685405,0.0
home12346,2018-09-29,433.72344230516194,158499.93173764765,0.0
home201740,2018-09-21,501.6934846530669,192703.78077772007,0.0
home201162,2018-05-17,445.18506282599174,169946.38591494996,0.0
home14412,2018-08-08,457.3952149912049,168213.91905290663,0.0
home15094,2018-11-01,468.5290209235878,173006.76647435655,0.0
home19471,2017-11-20,857.008432750345,333169.3051271993,0.0
home14339,2018-07-15,456.3227255141244,167695.93919455475,15551.731907069256
home15877,2017-06-30,469.9813195044072,179520.9179857932,0.0
home17048,2017-03-29,507.1739440140439,194067.63986223732,0.0
home13107,2017-03-01,428.35567957239397,161533.99378349597,0.0
home17583,2018-01-29,548.6441074439037,204833.75517918993,0.0
home16754,2017-10-17,495.9759704904418,189676.98253547738,0.0
home12209,2017-09-26,419.7784931906766,158019.31390178995,0.0
home200016,2018-03-28,401.82727968551546,151046.96709268237,0.0
home14027,2018-01-01,452.2111450358504,165963.887842494,0.0
home16127,2017-12-01,476.04051471868723,181859.12001019335,0.0
home19375,2017-07-19,808.697800282629,312061.0458730203,0.0
home14581,2017-10-14,446.49474089742085,169225.422284906,0.0
home14260,2018-01-30,455.2458504600068,167361.10401413537,0.0
home13099,2017-02-20,428.2748034394611,161495.24171671615,0.0
home16542,2017-09-15,488.6359223875753,186855.22666550893,0.0
home18432,2017-04-27,600.2234221968068,233213.0624679302,0.0
home11523,2017-07-24,414.2570824798714,155758.69911282635,0.0
home17676,2017-06-16,537.6180360877993,206859.78733539887,0.0
home201449,2018-11-29,466.56955031954635,178551.6255806581,0.0
home10534,2017-07-08,406.58498216166487,152681.96166130083,0.0
home13608,2018-08-29,446.9050754616498,163835.15166150598,0.0
home13328,2017-08-26,430.750875766455,162510.49719849497,0.0
home10535,2018-11-25,418.7889677933625,152682.47273247776,0.0
